Gene stable ID,Human gene stable ID
ENSMUSG00000110377,
ENSMUSG00000046873,ENSG00000012174
ENSMUSG00000032556,ENSG00000170819
ENSMUSG00000044664,ENSG00000178055
ENSMUSG00000111278,
ENSMUSG00000112660,
ENSMUSG00000091736,ENSG00000230797
ENSMUSG00000085168,
ENSMUSG00000102441,
ENSMUSG00000038975,ENSG00000137955
ENSMUSG00000027189,ENSG00000166326
ENSMUSG00000032235,ENSG00000128915
ENSMUSG00000083306,
ENSMUSG00000086236,
ENSMUSG00000030654,ENSG00000170540
ENSMUSG00000016494,ENSG00000174059
ENSMUSG00000081774,
ENSMUSG00000104525,
ENSMUSG00000103867,
ENSMUSG00000097325,
ENSMUSG00000078867,
ENSMUSG00000085047,
ENSMUSG00000043336,ENSG00000168386
ENSMUSG00000078868,
ENSMUSG00000086437,
ENSMUSG00000042757,ENSG00000144868
ENSMUSG00000059741,ENSG00000160808
ENSMUSG00000078869,
ENSMUSG00000109573,
ENSMUSG00000086960,
ENSMUSG00000087084,
ENSMUSG00000083817,
ENSMUSG00000095189,
ENSMUSG00000103107,
ENSMUSG00000085629,
ENSMUSG00000084949,
ENSMUSG00000104786,
ENSMUSG00000031442,ENSG00000126217
ENSMUSG00000025937,ENSG00000147592
ENSMUSG00000102982,
ENSMUSG00000032492,ENSG00000160801
ENSMUSG00000086648,
ENSMUSG00000032238,ENSG00000069667
ENSMUSG00000024927,ENSG00000173039
ENSMUSG00000105067,
ENSMUSG00000103155,
ENSMUSG00000079146,
ENSMUSG00000106577,
ENSMUSG00000084780,
ENSMUSG00000082682,
ENSMUSG00000086770,
ENSMUSG00000020620,ENSG00000141338
ENSMUSG00000052748,ENSG00000116668
ENSMUSG00000111399,
ENSMUSG00000027171,ENSG00000135378
ENSMUSG00000085897,
ENSMUSG00000101419,
ENSMUSG00000028370,ENSG00000182752
ENSMUSG00000025665,ENSG00000072133
ENSMUSG00000019659,ENSG00000160799
ENSMUSG00000040715,ENSG00000215695
ENSMUSG00000104945,
ENSMUSG00000057594,ENSG00000214087
ENSMUSG00000040856,ENSG00000185559
ENSMUSG00000048994,
ENSMUSG00000078515,ENSG00000215695
ENSMUSG00000078870,
ENSMUSG00000096320,
ENSMUSG00000105127,
ENSMUSG00000022753,
ENSMUSG00000081590,
ENSMUSG00000082724,
ENSMUSG00000097896,
ENSMUSG00000049957,ENSG00000185298
ENSMUSG00000040456,ENSG00000187516
ENSMUSG00000082765,
ENSMUSG00000082377,
ENSMUSG00000085831,
ENSMUSG00000034891,ENSG00000074317
ENSMUSG00000032803,ENSG00000091527
ENSMUSG00000037049,ENSG00000166311
ENSMUSG00000037129,ENSG00000137747
ENSMUSG00000027746,ENSG00000120686
ENSMUSG00000111404,
ENSMUSG00000111303,
ENSMUSG00000111075,
ENSMUSG00000034297,ENSG00000108510
ENSMUSG00000083856,
ENSMUSG00000101345,
ENSMUSG00000111562,
ENSMUSG00000080805,
ENSMUSG00000087279,ENSG00000205710
ENSMUSG00000109588,ENSG00000206535
ENSMUSG00000084999,
ENSMUSG00000083467,
ENSMUSG00000039670,ENSG00000204237
ENSMUSG00000032089,ENSG00000110324
ENSMUSG00000093722,
ENSMUSG00000106270,
ENSMUSG00000097924,
ENSMUSG00000107908,
ENSMUSG00000108246,
ENSMUSG00000107757,
ENSMUSG00000028184,ENSG00000117114
ENSMUSG00000014609,ENSG00000108556
ENSMUSG00000073001,ENSG00000183035
ENSMUSG00000036986,ENSG00000140464
ENSMUSG00000111841,
ENSMUSG00000018068,ENSG00000108506
ENSMUSG00000056854,ENSG00000196767
ENSMUSG00000018160,ENSG00000125686
ENSMUSG00000032555,ENSG00000163781
ENSMUSG00000085208,
ENSMUSG00000039578,ENSG00000184305
ENSMUSG00000025386,ENSG00000185527
ENSMUSG00000107590,
ENSMUSG00000078872,
ENSMUSG00000082023,
ENSMUSG00000109040,
ENSMUSG00000109418,
ENSMUSG00000106052,
ENSMUSG00000094873,
ENSMUSG00000109162,
ENSMUSG00000108918,
ENSMUSG00000109385,
ENSMUSG00000101791,
ENSMUSG00000095203,
ENSMUSG00000105885,
ENSMUSG00000035561,ENSG00000137124
ENSMUSG00000105923,
ENSMUSG00000081841,
ENSMUSG00000094278,
ENSMUSG00000028386,ENSG00000119457
ENSMUSG00000108536,
ENSMUSG00000081421,
ENSMUSG00000030612,ENSG00000259494
ENSMUSG00000094005,
ENSMUSG00000085668,
ENSMUSG00000083996,
ENSMUSG00000079293,ENSG00000172243
ENSMUSG00000055900,ENSG00000159596
ENSMUSG00000022838,ENSG00000145088
ENSMUSG00000040121,ENSG00000174236
ENSMUSG00000076484,
ENSMUSG00000108968,
ENSMUSG00000030611,ENSG00000181991
ENSMUSG00000109502,
ENSMUSG00000020107,ENSG00000166295
ENSMUSG00000106162,
ENSMUSG00000027072,ENSG00000156575
ENSMUSG00000023122,ENSG00000198203
ENSMUSG00000087299,
ENSMUSG00000031026,ENSG00000166436
ENSMUSG00000030451,ENSG00000128731
ENSMUSG00000076485,
ENSMUSG00000084058,
ENSMUSG00000057735,
ENSMUSG00000041333,
ENSMUSG00000090163,
ENSMUSG00000090017,
ENSMUSG00000090095,
ENSMUSG00000105894,
ENSMUSG00000039037,ENSG00000117069
ENSMUSG00000044475,ENSG00000138303
ENSMUSG00000093650,
ENSMUSG00000104925,
ENSMUSG00000090040,
ENSMUSG00000079965,
ENSMUSG00000099753,
ENSMUSG00000112956,
ENSMUSG00000085375,
ENSMUSG00000101037,
ENSMUSG00000108024,
ENSMUSG00000107846,
ENSMUSG00000107723,
ENSMUSG00000102518,
ENSMUSG00000113177,
ENSMUSG00000086536,
ENSMUSG00000109996,
ENSMUSG00000086330,
ENSMUSG00000110827,
ENSMUSG00000099552,
ENSMUSG00000085643,
ENSMUSG00000110309,
ENSMUSG00000014075,ENSG00000213123
ENSMUSG00000014075,ENSG00000272741
ENSMUSG00000112983,
ENSMUSG00000046058,ENSG00000176396
ENSMUSG00000110310,
ENSMUSG00000003273,ENSG00000063180
ENSMUSG00000048425,
ENSMUSG00000112132,
ENSMUSG00000030996,ENSG00000129744
ENSMUSG00000064225,ENSG00000188582
ENSMUSG00000027485,ENSG00000125999
ENSMUSG00000029650,ENSG00000139508
ENSMUSG00000039105,ENSG00000136888
ENSMUSG00000007805,ENSG00000233608
ENSMUSG00000011877,ENSG00000108262
ENSMUSG00000101414,
ENSMUSG00000070705,ENSG00000176401
ENSMUSG00000100980,
ENSMUSG00000020799,ENSG00000167858
ENSMUSG00000021731,ENSG00000112996
ENSMUSG00000038957,ENSG00000179151
ENSMUSG00000076486,
ENSMUSG00000104902,
ENSMUSG00000103596,
ENSMUSG00000028132,ENSG00000271092
ENSMUSG00000103364,
ENSMUSG00000082882,
ENSMUSG00000066279,ENSG00000129749
ENSMUSG00000103001,
ENSMUSG00000056219,
ENSMUSG00000104159,
ENSMUSG00000099382,
ENSMUSG00000027030,ENSG00000198648
ENSMUSG00000048174,ENSG00000174529
ENSMUSG00000113287,
ENSMUSG00000104158,ENSG00000196289
ENSMUSG00000096992,
ENSMUSG00000030483,ENSG00000197408
ENSMUSG00000028776,ENSG00000142910
ENSMUSG00000006204,
ENSMUSG00000103540,
ENSMUSG00000076487,
ENSMUSG00000103369,
ENSMUSG00000039713,ENSG00000171680
ENSMUSG00000092240,
ENSMUSG00000073908,
ENSMUSG00000070424,ENSG00000167311
ENSMUSG00000084809,
ENSMUSG00000032316,ENSG00000179335
ENSMUSG00000015354,ENSG00000163710
ENSMUSG00000013562,
ENSMUSG00000073909,ENSG00000180919
ENSMUSG00000020390,ENSG00000119048
ENSMUSG00000081447,
ENSMUSG00000079502,ENSG00000188523
ENSMUSG00000082379,
ENSMUSG00000086585,
ENSMUSG00000101936,
ENSMUSG00000051314,ENSG00000126262
ENSMUSG00000113640,ENSG00000213638
ENSMUSG00000086872,
ENSMUSG00000100825,
ENSMUSG00000086248,
ENSMUSG00000085524,
ENSMUSG00000035551,ENSG00000137142
ENSMUSG00000073907,ENSG00000180919
ENSMUSG00000026971,ENSG00000115221
ENSMUSG00000027624,ENSG00000088367
ENSMUSG00000047804,ENSG00000108599
ENSMUSG00000035370,ENSG00000213638
ENSMUSG00000081290,
ENSMUSG00000055430,ENSG00000177432
ENSMUSG00000027820,ENSG00000196549
ENSMUSG00000112989,
ENSMUSG00000085020,
ENSMUSG00000083773,
ENSMUSG00000109570,
ENSMUSG00000029804,ENSG00000138641
ENSMUSG00000109555,
ENSMUSG00000094257,
ENSMUSG00000050189,
ENSMUSG00000041782,ENSG00000159166
ENSMUSG00000030859,ENSG00000213185
ENSMUSG00000030859,ENSG00000203795
ENSMUSG00000110265,
ENSMUSG00000009248,ENSG00000183734
ENSMUSG00000113949,ENSG00000227500
ENSMUSG00000076488,
ENSMUSG00000092306,
ENSMUSG00000110383,
ENSMUSG00000078689,
ENSMUSG00000086454,
ENSMUSG00000032604,ENSG00000172053
ENSMUSG00000081530,
ENSMUSG00000106619,
ENSMUSG00000103640,
ENSMUSG00000110161,
ENSMUSG00000084335,
ENSMUSG00000040331,ENSG00000107672
ENSMUSG00000105328,
ENSMUSG00000076489,
ENSMUSG00000097145,
ENSMUSG00000032640,ENSG00000131873
ENSMUSG00000112733,
ENSMUSG00000112739,
ENSMUSG00000020328,ENSG00000170584
ENSMUSG00000106464,
ENSMUSG00000097634,
ENSMUSG00000032839,ENSG00000144935
ENSMUSG00000033323,ENSG00000060069
ENSMUSG00000108699,
ENSMUSG00000092457,
ENSMUSG00000114100,
ENSMUSG00000020331,ENSG00000099822
ENSMUSG00000038503,ENSG00000117899
ENSMUSG00000042985,ENSG00000243566
ENSMUSG00000037349,ENSG00000149761
ENSMUSG00000109961,
ENSMUSG00000046750,ENSG00000186838
ENSMUSG00000108910,
ENSMUSG00000109340,
ENSMUSG00000108870,
ENSMUSG00000109137,
ENSMUSG00000113901,
ENSMUSG00000086814,
ENSMUSG00000107984,
ENSMUSG00000108878,
ENSMUSG00000110159,
ENSMUSG00000106554,
ENSMUSG00000030934,ENSG00000065154
ENSMUSG00000095605,
ENSMUSG00000082613,
ENSMUSG00000066721,ENSG00000176472
ENSMUSG00000113439,
ENSMUSG00000102745,
ENSMUSG00000106510,
ENSMUSG00000113039,
ENSMUSG00000075307,ENSG00000239474
ENSMUSG00000064254,ENSG00000105755
ENSMUSG00000105829,
ENSMUSG00000043230,ENSG00000124019
ENSMUSG00000005034,ENSG00000142875
ENSMUSG00000086493,
ENSMUSG00000087348,
ENSMUSG00000109550,
ENSMUSG00000027522,ENSG00000124222
ENSMUSG00000013668,ENSG00000183559
ENSMUSG00000108175,
ENSMUSG00000068810,
ENSMUSG00000029545,ENSG00000122971
ENSMUSG00000100727,
ENSMUSG00000021640,ENSG00000249437
ENSMUSG00000108255,
ENSMUSG00000043496,ENSG00000255690
ENSMUSG00000021371,ENSG00000050393
ENSMUSG00000076490,ENSG00000211751
ENSMUSG00000076490,ENSG00000211772
ENSMUSG00000112440,
ENSMUSG00000030970,ENSG00000175029
ENSMUSG00000113964,
ENSMUSG00000094374,
ENSMUSG00000108686,
ENSMUSG00000094569,
ENSMUSG00000113443,
ENSMUSG00000027894,ENSG00000197106
ENSMUSG00000114041,
ENSMUSG00000091668,
ENSMUSG00000093978,
ENSMUSG00000076492,
ENSMUSG00000028860,ENSG00000142765
ENSMUSG00000112951,
ENSMUSG00000089952,
ENSMUSG00000104189,
ENSMUSG00000022619,ENSG00000008735
ENSMUSG00000104307,
ENSMUSG00000095136,
ENSMUSG00000044441,ENSG00000172769
ENSMUSG00000027832,ENSG00000163661
ENSMUSG00000052942,ENSG00000107249
ENSMUSG00000052281,
ENSMUSG00000113749,
ENSMUSG00000103208,
ENSMUSG00000031577,ENSG00000129696
ENSMUSG00000027831,ENSG00000197415
ENSMUSG00000051723,
ENSMUSG00000070980,ENSG00000148156
ENSMUSG00000045667,ENSG00000188176
ENSMUSG00000000244,ENSG00000064201
ENSMUSG00000072576,
ENSMUSG00000074151,ENSG00000140853
ENSMUSG00000110222,
ENSMUSG00000110351,
ENSMUSG00000026883,ENSG00000136848
ENSMUSG00000103553,
ENSMUSG00000030345,ENSG00000010219
ENSMUSG00000110338,
ENSMUSG00000029149,ENSG00000157992
ENSMUSG00000049493,ENSG00000120756
ENSMUSG00000031578,ENSG00000198042
ENSMUSG00000062760,ENSG00000138944
ENSMUSG00000025555,ENSG00000152767
ENSMUSG00000020634,ENSG00000173960
ENSMUSG00000003436,ENSG00000090932
ENSMUSG00000097968,
ENSMUSG00000046364,ENSG00000166441
ENSMUSG00000021922,ENSG00000055955
ENSMUSG00000039263,ENSG00000215440
ENSMUSG00000084218,
ENSMUSG00000029287,ENSG00000069702
ENSMUSG00000094566,
ENSMUSG00000071454,ENSG00000138101
ENSMUSG00000023047,ENSG00000135409
ENSMUSG00000085133,
ENSMUSG00000084034,
ENSMUSG00000109680,
ENSMUSG00000070979,ENSG00000187003
ENSMUSG00000109689,
ENSMUSG00000108552,
ENSMUSG00000044847,ENSG00000155858
ENSMUSG00000110297,
ENSMUSG00000092265,
ENSMUSG00000033106,ENSG00000103061
ENSMUSG00000073842,
ENSMUSG00000098880,
ENSMUSG00000098720,
ENSMUSG00000106802,
ENSMUSG00000019429,ENSG00000126251
ENSMUSG00000019429,ENSG00000185897
ENSMUSG00000108589,
ENSMUSG00000097181,
ENSMUSG00000092362,
ENSMUSG00000026003,ENSG00000115361
ENSMUSG00000034758,ENSG00000104953
ENSMUSG00000053070,ENSG00000137691
ENSMUSG00000106643,
ENSMUSG00000105033,
ENSMUSG00000023165,ENSG00000241476
ENSMUSG00000023165,ENSG00000268009
ENSMUSG00000023165,ENSG00000165583
ENSMUSG00000023165,ENSG00000165584
ENSMUSG00000023165,ENSG00000187754
ENSMUSG00000023165,ENSG00000268447
ENSMUSG00000023165,ENSG00000269791
ENSMUSG00000023165,ENSG00000126752
ENSMUSG00000097309,
ENSMUSG00000076493,
ENSMUSG00000106671,
ENSMUSG00000023033,ENSG00000196876
ENSMUSG00000044164,ENSG00000180537
ENSMUSG00000113026,
ENSMUSG00000044453,ENSG00000126266
ENSMUSG00000034453,ENSG00000013503
ENSMUSG00000076494,
ENSMUSG00000030316,ENSG00000144559
ENSMUSG00000074555,
ENSMUSG00000101932,
ENSMUSG00000109578,
ENSMUSG00000082769,
ENSMUSG00000043065,ENSG00000163611
ENSMUSG00000097194,
ENSMUSG00000104751,
ENSMUSG00000021732,ENSG00000070193
ENSMUSG00000100335,
ENSMUSG00000108606,
ENSMUSG00000092428,
ENSMUSG00000084226,
ENSMUSG00000101724,
ENSMUSG00000108413,
ENSMUSG00000101756,
ENSMUSG00000039543,ENSG00000156042
ENSMUSG00000030589,ENSG00000171777
ENSMUSG00000086709,
ENSMUSG00000020151,ENSG00000153233
ENSMUSG00000113820,
ENSMUSG00000050266,
ENSMUSG00000049018,ENSG00000148215
ENSMUSG00000072941,ENSG00000109610
ENSMUSG00000063179,ENSG00000179988
ENSMUSG00000005615,ENSG00000161217
ENSMUSG00000113293,
ENSMUSG00000092612,
ENSMUSG00000113157,
ENSMUSG00000114129,
ENSMUSG00000092363,
ENSMUSG00000020326,ENSG00000113328
ENSMUSG00000045030,ENSG00000172769
ENSMUSG00000104481,
ENSMUSG00000105144,
ENSMUSG00000092317,
ENSMUSG00000109739,
ENSMUSG00000092392,
ENSMUSG00000092502,
ENSMUSG00000109309,
ENSMUSG00000086500,
ENSMUSG00000030960,ENSG00000258539
ENSMUSG00000079704,ENSG00000241476
ENSMUSG00000079704,ENSG00000268009
ENSMUSG00000079704,ENSG00000165583
ENSMUSG00000079704,ENSG00000165584
ENSMUSG00000079704,ENSG00000187754
ENSMUSG00000079704,ENSG00000268447
ENSMUSG00000079704,ENSG00000269791
ENSMUSG00000079704,ENSG00000126752
ENSMUSG00000041479,ENSG00000204176
ENSMUSG00000041479,ENSG00000277758
ENSMUSG00000110345,
ENSMUSG00000029387,ENSG00000111358
ENSMUSG00000079702,ENSG00000241476
ENSMUSG00000079702,ENSG00000268009
ENSMUSG00000079702,ENSG00000165583
ENSMUSG00000079702,ENSG00000165584
ENSMUSG00000079702,ENSG00000187754
ENSMUSG00000079702,ENSG00000268447
ENSMUSG00000079702,ENSG00000269791
ENSMUSG00000079702,ENSG00000126752
ENSMUSG00000109200,
ENSMUSG00000009030,ENSG00000136940
ENSMUSG00000076495,
ENSMUSG00000031958,ENSG00000166816
ENSMUSG00000052955,ENSG00000106066
ENSMUSG00000052303,
ENSMUSG00000040167,ENSG00000095574
ENSMUSG00000028644,ENSG00000164010
ENSMUSG00000014077,ENSG00000187446
ENSMUSG00000110195,ENSG00000186642
ENSMUSG00000074111,
ENSMUSG00000006705,ENSG00000160199
ENSMUSG00000014867,ENSG00000148248
ENSMUSG00000110575,
ENSMUSG00000031834,ENSG00000105647
ENSMUSG00000031834,ENSG00000268173
ENSMUSG00000033545,ENSG00000186187
ENSMUSG00000082276,
ENSMUSG00000011486,ENSG00000181240
ENSMUSG00000085795,ENSG00000183779
ENSMUSG00000030930,ENSG00000182022
ENSMUSG00000056666,ENSG00000042445
ENSMUSG00000043948,ENSG00000255307
ENSMUSG00000068809,
ENSMUSG00000084942,
ENSMUSG00000083239,
ENSMUSG00000101257,
ENSMUSG00000014873,ENSG00000148291
ENSMUSG00000109954,
ENSMUSG00000087124,
ENSMUSG00000103404,
ENSMUSG00000015133,ENSG00000154237
ENSMUSG00000084921,
ENSMUSG00000099560,
ENSMUSG00000081073,
ENSMUSG00000051582,ENSG00000189401
ENSMUSG00000040268,ENSG00000107679
ENSMUSG00000031220,ENSG00000147160
ENSMUSG00000031838,
ENSMUSG00000047085,ENSG00000131409
ENSMUSG00000038215,ENSG00000164118
ENSMUSG00000032409,ENSG00000175054
ENSMUSG00000030162,ENSG00000173391
ENSMUSG00000076496,
ENSMUSG00000031906,ENSG00000103056
ENSMUSG00000015790,ENSG00000148290
ENSMUSG00000090818,
ENSMUSG00000046562,ENSG00000175970
ENSMUSG00000015748,ENSG00000117360
ENSMUSG00000102442,
ENSMUSG00000060098,ENSG00000132600
ENSMUSG00000031512,ENSG00000153495
ENSMUSG00000108347,
ENSMUSG00000086715,
ENSMUSG00000053024,ENSG00000184144
ENSMUSG00000058163,
ENSMUSG00000092386,
ENSMUSG00000056429,ENSG00000152291
ENSMUSG00000062235,
ENSMUSG00000069744,ENSG00000277791
ENSMUSG00000068808,ENSG00000181903
ENSMUSG00000108368,
ENSMUSG00000023247,ENSG00000197273
ENSMUSG00000106766,
ENSMUSG00000021576,ENSG00000249915
ENSMUSG00000047517,ENSG00000187908
ENSMUSG00000027086,ENSG00000138399
ENSMUSG00000074113,
ENSMUSG00000028327,
ENSMUSG00000109119,
ENSMUSG00000023048,
ENSMUSG00000044141,
ENSMUSG00000079701,ENSG00000241476
ENSMUSG00000079701,ENSG00000268009
ENSMUSG00000079701,ENSG00000165583
ENSMUSG00000079701,ENSG00000165584
ENSMUSG00000079701,ENSG00000187754
ENSMUSG00000079701,ENSG00000268447
ENSMUSG00000079701,ENSG00000269791
ENSMUSG00000079701,ENSG00000126752
ENSMUSG00000109113,
ENSMUSG00000109304,
ENSMUSG00000105909,
ENSMUSG00000108911,
ENSMUSG00000099759,
ENSMUSG00000027875,ENSG00000134240
ENSMUSG00000101813,
ENSMUSG00000038572,
ENSMUSG00000103076,
ENSMUSG00000091071,
ENSMUSG00000103525,
ENSMUSG00000004364,ENSG00000036257
ENSMUSG00000049741,ENSG00000173080
ENSMUSG00000084981,
ENSMUSG00000040729,ENSG00000110318
ENSMUSG00000024694,
ENSMUSG00000109164,
ENSMUSG00000050650,
ENSMUSG00000036816,ENSG00000179774
ENSMUSG00000085182,
ENSMUSG00000027523,ENSG00000087460
ENSMUSG00000035181,ENSG00000129493
ENSMUSG00000036106,ENSG00000186654
ENSMUSG00000090468,
ENSMUSG00000076497,
ENSMUSG00000066979,ENSG00000154473
ENSMUSG00000045790,ENSG00000181982
ENSMUSG00000006143,ENSG00000267368
ENSMUSG00000006143,ENSG00000205236
ENSMUSG00000114121,
ENSMUSG00000100931,
ENSMUSG00000070738,ENSG00000077044
ENSMUSG00000061816,ENSG00000168530
ENSMUSG00000016181,ENSG00000117597
ENSMUSG00000101867,
ENSMUSG00000028060,ENSG00000132680
ENSMUSG00000106380,
ENSMUSG00000032410,ENSG00000114127
ENSMUSG00000042380,ENSG00000163866
ENSMUSG00000109437,
ENSMUSG00000041777,ENSG00000138433
ENSMUSG00000030500,ENSG00000091664
ENSMUSG00000108603,
ENSMUSG00000082047,
ENSMUSG00000024446,ENSG00000241370
ENSMUSG00000104946,
ENSMUSG00000108883,
ENSMUSG00000070522,
ENSMUSG00000050234,ENSG00000187513
ENSMUSG00000091329,
ENSMUSG00000030862,ENSG00000121898
ENSMUSG00000040583,ENSG00000197408
ENSMUSG00000027690,ENSG00000163581
ENSMUSG00000024909,ENSG00000172638
ENSMUSG00000106691,
ENSMUSG00000101800,
ENSMUSG00000063146,ENSG00000106665
ENSMUSG00000110016,
ENSMUSG00000038354,ENSG00000198483
ENSMUSG00000111017,
ENSMUSG00000023110,ENSG00000100462
ENSMUSG00000006732,ENSG00000037897
ENSMUSG00000002028,ENSG00000118058
ENSMUSG00000108791,
ENSMUSG00000030610,ENSG00000140543
ENSMUSG00000031221,ENSG00000089289
ENSMUSG00000031221,ENSG00000266826
ENSMUSG00000108858,
ENSMUSG00000108989,
ENSMUSG00000005501,ENSG00000085982
ENSMUSG00000015396,ENSG00000112149
ENSMUSG00000109016,
ENSMUSG00000097162,
ENSMUSG00000008226,ENSG00000144306
ENSMUSG00000108839,
ENSMUSG00000087657,
ENSMUSG00000022935,ENSG00000171189
ENSMUSG00000109066,
ENSMUSG00000086945,
ENSMUSG00000082988,
ENSMUSG00000092286,
ENSMUSG00000109842,
ENSMUSG00000108342,
ENSMUSG00000111196,
ENSMUSG00000080115,ENSG00000123427
ENSMUSG00000030965,ENSG00000165660
ENSMUSG00000075312,
ENSMUSG00000100470,
ENSMUSG00000084129,
ENSMUSG00000042367,ENSG00000188910
ENSMUSG00000078920,
ENSMUSG00000074277,ENSG00000176531
ENSMUSG00000105512,
ENSMUSG00000083588,
ENSMUSG00000029047,ENSG00000157911
ENSMUSG00000046152,ENSG00000172728
ENSMUSG00000093973,
ENSMUSG00000047511,ENSG00000182613
ENSMUSG00000055891,ENSG00000186150
ENSMUSG00000068859,ENSG00000217236
ENSMUSG00000082597,
ENSMUSG00000028497,ENSG00000188921
ENSMUSG00000040328,ENSG00000185372
ENSMUSG00000108385,
ENSMUSG00000070000,ENSG00000130475
ENSMUSG00000045092,ENSG00000170989
ENSMUSG00000103970,
ENSMUSG00000030858,
ENSMUSG00000103621,
ENSMUSG00000076498,ENSG00000211751
ENSMUSG00000076498,ENSG00000211772
ENSMUSG00000006673,ENSG00000198218
ENSMUSG00000056952,ENSG00000272410
ENSMUSG00000056952,ENSG00000157014
ENSMUSG00000109087,
ENSMUSG00000085408,
ENSMUSG00000048528,ENSG00000229544
ENSMUSG00000034042,ENSG00000159592
ENSMUSG00000069892,
ENSMUSG00000107090,
ENSMUSG00000085957,ENSG00000244476
ENSMUSG00000085145,
ENSMUSG00000076499,ENSG00000237254
ENSMUSG00000040298,ENSG00000138152
ENSMUSG00000085472,
ENSMUSG00000019929,ENSG00000011465
ENSMUSG00000018547,ENSG00000276293
ENSMUSG00000069893,
ENSMUSG00000020673,ENSG00000115705
ENSMUSG00000080897,
ENSMUSG00000081410,
ENSMUSG00000031066,ENSG00000102226
ENSMUSG00000107941,
ENSMUSG00000038368,ENSG00000188352
ENSMUSG00000078922,
ENSMUSG00000036955,ENSG00000198954
ENSMUSG00000082496,
ENSMUSG00000082458,
ENSMUSG00000057454,ENSG00000124466
ENSMUSG00000086475,
ENSMUSG00000025722,ENSG00000177082
ENSMUSG00000048852,
ENSMUSG00000020156,ENSG00000160953
ENSMUSG00000011254,ENSG00000113272
ENSMUSG00000097215,
ENSMUSG00000108940,
ENSMUSG00000040148,ENSG00000188620
ENSMUSG00000083178,
ENSMUSG00000079703,ENSG00000241476
ENSMUSG00000079703,ENSG00000268009
ENSMUSG00000079703,ENSG00000165583
ENSMUSG00000079703,ENSG00000165584
ENSMUSG00000079703,ENSG00000187754
ENSMUSG00000079703,ENSG00000268447
ENSMUSG00000079703,ENSG00000269791
ENSMUSG00000079703,ENSG00000126752
ENSMUSG00000091390,
ENSMUSG00000067597,ENSG00000184210
ENSMUSG00000097777,
ENSMUSG00000078921,
ENSMUSG00000044279,ENSG00000130545
ENSMUSG00000006205,ENSG00000166033
ENSMUSG00000034035,ENSG00000159588
ENSMUSG00000112021,
ENSMUSG00000046623,ENSG00000189433
ENSMUSG00000032714,ENSG00000105137
ENSMUSG00000103507,
ENSMUSG00000096655,
ENSMUSG00000035699,ENSG00000163959
ENSMUSG00000082116,
ENSMUSG00000084153,
ENSMUSG00000078153,ENSG00000100911
ENSMUSG00000109621,
ENSMUSG00000108470,
ENSMUSG00000081112,
ENSMUSG00000108787,
ENSMUSG00000014603,ENSG00000156150
ENSMUSG00000109603,
ENSMUSG00000110773,
ENSMUSG00000067998,
ENSMUSG00000021096,ENSG00000100614
ENSMUSG00000101942,
ENSMUSG00000107981,
ENSMUSG00000103996,
ENSMUSG00000103591,
ENSMUSG00000107714,
ENSMUSG00000006219,ENSG00000162458
ENSMUSG00000004789,ENSG00000119689
ENSMUSG00000074734,ENSG00000102387
ENSMUSG00000042357,ENSG00000189280
ENSMUSG00000086555,
ENSMUSG00000043388,ENSG00000166448
ENSMUSG00000046329,ENSG00000125648
ENSMUSG00000105203,
ENSMUSG00000056772,
ENSMUSG00000030653,ENSG00000186642
ENSMUSG00000109778,
ENSMUSG00000029486,ENSG00000169288
ENSMUSG00000021631,
ENSMUSG00000109656,
ENSMUSG00000041440,ENSG00000175066
ENSMUSG00000031232,ENSG00000102158
ENSMUSG00000029869,
ENSMUSG00000060519,ENSG00000186283
ENSMUSG00000015665,ENSG00000204195
ENSMUSG00000062867,ENSG00000178035
ENSMUSG00000090009,
ENSMUSG00000020545,ENSG00000205858
ENSMUSG00000078151,
ENSMUSG00000032812,ENSG00000186635
ENSMUSG00000084212,
ENSMUSG00000030590,ENSG00000130244
ENSMUSG00000018567,ENSG00000170296
ENSMUSG00000036611,ENSG00000122547
ENSMUSG00000020332,ENSG00000239642
ENSMUSG00000055322,ENSG00000079308
ENSMUSG00000109772,
ENSMUSG00000110002,
ENSMUSG00000032105,ENSG00000172367
ENSMUSG00000052769,
ENSMUSG00000101722,
ENSMUSG00000090637,
ENSMUSG00000057342,ENSG00000063176
ENSMUSG00000111845,
ENSMUSG00000111353,
ENSMUSG00000031665,ENSG00000103449
ENSMUSG00000079998,
ENSMUSG00000099098,
ENSMUSG00000020067,ENSG00000138347
ENSMUSG00000086138,
ENSMUSG00000067351,
ENSMUSG00000096719,
ENSMUSG00000070283,ENSG00000178057
ENSMUSG00000112943,
ENSMUSG00000102565,
ENSMUSG00000113525,ENSG00000112992
ENSMUSG00000103101,
ENSMUSG00000050192,ENSG00000163577
ENSMUSG00000101780,
ENSMUSG00000026313,ENSG00000068024
ENSMUSG00000035371,ENSG00000241476
ENSMUSG00000035371,ENSG00000268009
ENSMUSG00000035371,ENSG00000165583
ENSMUSG00000035371,ENSG00000165584
ENSMUSG00000035371,ENSG00000187754
ENSMUSG00000035371,ENSG00000268447
ENSMUSG00000035371,ENSG00000269791
ENSMUSG00000035371,ENSG00000126752
ENSMUSG00000101483,
ENSMUSG00000090737,
ENSMUSG00000110100,ENSG00000283428
ENSMUSG00000082806,
ENSMUSG00000113372,
ENSMUSG00000083876,
ENSMUSG00000082917,
ENSMUSG00000000804,ENSG00000170832
