ENSEMBL_ID	Associated.Gene.Name	iTreg	naive	nTreg	Th1	Th17	Th2
ENSMUSG00000069895	Atxn1l	UND	HE	HE	HE	HE	HE
ENSMUSG00000069899	Gm12166	UND	UND	LE	LE	UND	LE
ENSMUSG00000069910	Spdl1	HE	UND	UND	HE	HE	HE
ENSMUSG00000069911	Fam196b	LE	HE	HE	LE	HE	LE
ENSMUSG00000069913	Anp32-ps	HE	HE	UND	HE	HE	UND
ENSMUSG00000069917	Hba-a2	NE	LE	HE	NE	NE	NE
ENSMUSG00000069919	Hba-a1	NE	NE	HE	LE	LE	UND
ENSMUSG00000069920	B3gnt9	UND	UND	UND	UND	UND	UND
ENSMUSG00000069922	Ces3a	NE	LE	NE	NE	NE	NE
ENSMUSG00000069925	4932416K20Rik	LE	LE	NE	NE	LE	NE
ENSMUSG00000069939	Gm12070	NE	UND	UND	UND	HE	UND
ENSMUSG00000069962	Gm5356	LE	UND	LE	LE	UND	UND
ENSMUSG00000069971	4933402J07Rik	NE	LE	NE	NE	NE	NE
ENSMUSG00000069972	Rps13-ps2	HE	HE	HE	HE	HE	HE
ENSMUSG00000069986	Gm8054	NE	HE	LE	UND	HE	UND
ENSMUSG00000069996	Gm7125	LE	UND	UND	UND	UND	UND
ENSMUSG00000069998	Olfr372	NE	NE	UND	LE	LE	NE
ENSMUSG00000070000	Fcho1	HE	HE	HE	HE	HE	HE
ENSMUSG00000070002	Ell	HE	HE	HE	HE	HE	HE
ENSMUSG00000070003	Ssbp4	HE	HE	HE	HE	HE	HE
ENSMUSG00000070023	Gm10283	NE	NE	NE	NE	NE	NE
ENSMUSG00000070025	Gm10284	LE	UND	UND	UND	HE	UND
ENSMUSG00000070031	Sp140	UND	HE	HE	HE	HE	HE
ENSMUSG00000070034	Sp110	HE	HE	HE	HE	HE	HE
ENSMUSG00000070044	Fam149a	LE	LE	NE	NE	LE	NE
ENSMUSG00000070047	Fat1	LE	LE	LE	LE	LE	LE
ENSMUSG00000070056	Mfhas1	HE	HE	HE	HE	HE	HE
ENSMUSG00000070063	Snora33	UND	HE	HE	UND	HE	UND
ENSMUSG00000070065	Mir451	NE	UND	NE	NE	NE	NE
ENSMUSG00000070071	Mir465	NE	NE	UND	NE	NE	NE
ENSMUSG00000070072	Mir433	NE	NE	NE	NE	NE	NE
ENSMUSG00000070073	Mir470	NE	NE	NE	NE	NE	NE
ENSMUSG00000070074	Mir484	NE	UND	NE	NE	UND	NE
ENSMUSG00000070075	Mir490	NE	NE	NE	NE	NE	NE
ENSMUSG00000070076	Mir127	NE	NE	NE	NE	NE	NE
ENSMUSG00000070077	Mir491	NE	NE	NE	UND	UND	UND
ENSMUSG00000070078	Mir463	NE	NE	NE	NE	NE	NE
ENSMUSG00000070080	Mir431	NE	NE	NE	NE	NE	NE
ENSMUSG00000070081	Mir505	UND	UND	UND	NE	HE	NE
ENSMUSG00000070084	Mir486	NE	NE	NE	NE	NE	NE
ENSMUSG00000070099	Mir466	NE	NE	UND	NE	NE	NE
ENSMUSG00000070100	Mir362	NE	NE	NE	NE	UND	NE
ENSMUSG00000070101	Mir341	NE	UND	NE	NE	LE	NE
ENSMUSG00000070102	Mir455	NE	UND	UND	NE	NE	NE
ENSMUSG00000070103	Mir488	NE	NE	NE	NE	NE	NE
ENSMUSG00000070104	Mir471	NE	NE	NE	NE	NE	NE
ENSMUSG00000070105	Mir495	NE	UND	NE	NE	NE	NE
ENSMUSG00000070106	Mir363	NE	NE	NE	NE	UND	NE
ENSMUSG00000070107	Mir489	NE	NE	NE	NE	NE	NE
ENSMUSG00000070108	Mir500	NE	NE	NE	NE	NE	NE
ENSMUSG00000070109	Mir497	NE	NE	NE	NE	NE	NE
ENSMUSG00000070110	Mir504	NE	NE	NE	NE	UND	NE
ENSMUSG00000070111	Gm10286	NE	LE	LE	NE	LE	NE
ENSMUSG00000070126	Mir199a-2	NE	NE	NE	NE	NE	NE
ENSMUSG00000070127	Mir146b	NE	LE	NE	NE	NE	NE
ENSMUSG00000070128	Mir485	NE	NE	NE	NE	NE	NE
ENSMUSG00000070129	Mir136	NE	NE	NE	NE	NE	NE
ENSMUSG00000070130	Mir328	NE	NE	UND	NE	UND	NE
ENSMUSG00000070133	Mir434	NE	NE	NE	NE	NE	NE
ENSMUSG00000070136	Mir496	NE	NE	NE	NE	NE	NE
ENSMUSG00000070138	Mir452	NE	NE	NE	NE	LE	NE
ENSMUSG00000070139	Mir532	NE	NE	NE	NE	UND	NE
ENSMUSG00000070140	Mir483	NE	NE	NE	NE	NE	NE
ENSMUSG00000070141	Mir494	NE	NE	UND	NE	NE	NE
ENSMUSG00000070144	Mir1a-1	NE	UND	NE	NE	LE	NE
ENSMUSG00000070150	n-R5s152	NE	LE	NE	NE	LE	NE
ENSMUSG00000070166	Gm25821	NE	UND	UND	UND	UND	UND
ENSMUSG00000070167	Gm25822	HE	HE	UND	LE	HE	UND
ENSMUSG00000070170	Gm24163	NE	NE	NE	NE	NE	NE
ENSMUSG00000070173	Gm24164	NE	NE	NE	NE	NE	NE
ENSMUSG00000070175	Gm24162	NE	NE	NE	NE	UND	NE
ENSMUSG00000070178	n-R5s71	NE	UND	NE	NE	LE	NE
ENSMUSG00000070182	Gm24817	NE	UND	NE	NE	LE	NE
ENSMUSG00000070192	n-R5s58	NE	NE	NE	NE	NE	NE
ENSMUSG00000070203	Gm22444	NE	LE	NE	NE	UND	NE
ENSMUSG00000070209	n-R5s27	NE	NE	UND	NE	UND	NE
ENSMUSG00000070214	Gm23058	NE	UND	UND	NE	HE	NE
ENSMUSG00000070219	n-R5s13	NE	NE	NE	NE	UND	NE
ENSMUSG00000070225	n-R5s33	LE	HE	UND	UND	HE	LE
ENSMUSG00000070227	Gm24704	NE	UND	NE	NE	NE	NE
ENSMUSG00000070235	Gm26329	NE	NE	NE	NE	NE	NE
ENSMUSG00000070236	Gm26327	NE	NE	NE	NE	NE	NE
ENSMUSG00000070240	Gm23516	NE	NE	NE	NE	NE	NE
ENSMUSG00000070249	Gm23520	NE	UND	NE	NE	NE	NE
ENSMUSG00000070258	Gm25207	NE	NE	NE	NE	NE	NE
ENSMUSG00000070263	Gm22365	NE	LE	NE	NE	LE	NE
ENSMUSG00000070271	Gm13268	UND	HE	HE	UND	HE	HE
ENSMUSG00000070280	Slc22a14	NE	LE	LE	NE	LE	LE
ENSMUSG00000070282	3000002C10Rik	UND	UND	UND	LE	UND	UND
ENSMUSG00000070283	Ndufaf3	HE	HE	HE	HE	HE	HE
ENSMUSG00000070284	Gmppb	HE	HE	HE	HE	HE	HE
ENSMUSG00000070287	Slc35g2	UND	UND	UND	UND	UND	UND
ENSMUSG00000070291	Ddx43	UND	UND	UND	UND	UND	LE
ENSMUSG00000070298	Trcg1	NE	UND	UND	LE	UND	LE
ENSMUSG00000070304	Scn2b	NE	UND	LE	LE	LE	LE
ENSMUSG00000070305	Mpzl3	HE	HE	HE	HE	HE	HE
ENSMUSG00000070306	Ccdc153	NE	LE	NE	NE	LE	NE
ENSMUSG00000070311	Olfr894	NE	NE	NE	NE	NE	NE
ENSMUSG00000070313	A630095E13Rik	NE	NE	NE	NE	UND	NE
ENSMUSG00000070315	4930581F22Rik	UND	HE	HE	HE	HE	HE
ENSMUSG00000070319	Eif3g	HE	HE	HE	HE	HE	HE
ENSMUSG00000070323	Mmp27	NE	LE	NE	NE	LE	NE
ENSMUSG00000070324	Fbxw22	NE	NE	NE	NE	NE	NE
ENSMUSG00000070327	Rnf213	UND	HE	HE	HE	HE	HE
ENSMUSG00000070330	Tmem235	NE	LE	LE	LE	UND	LE
ENSMUSG00000070331	Qrich2	LE	HE	UND	UND	UND	LE
ENSMUSG00000070332	4933422H20Rik	NE	UND	LE	LE	LE	LE
ENSMUSG00000070334	Krtap31-1	NE	NE	NE	NE	NE	NE
ENSMUSG00000070335	Krtap9-1	NE	NE	NE	NE	NE	NE
ENSMUSG00000070336	Fbxo47	LE	UND	UND	LE	UND	UND
ENSMUSG00000070337	Gpr179	LE	UND	UND	UND	UND	UND
ENSMUSG00000070342	Gm10287	NE	LE	LE	LE	LE	NE
ENSMUSG00000070343	Gm10288	HE	HE	HE	HE	HE	HE
ENSMUSG00000070345	Hsf5	NE	UND	LE	LE	LE	LE
ENSMUSG00000070348	Ccnd1	UND	UND	UND	LE	UND	UND
ENSMUSG00000070354	Gm21975	NE	NE	NE	NE	NE	NE
ENSMUSG00000070357	E030019B06Rik	NE	LE	UND	NE	LE	NE
ENSMUSG00000070360	Amy2a1	NE	NE	NE	NE	NE	NE
ENSMUSG00000070366	Ppapdc1a	NE	LE	NE	NE	LE	NE
ENSMUSG00000070368	Prok1	NE	NE	UND	NE	LE	NE
ENSMUSG00000070369	Itgad	LE	UND	UND	LE	LE	NE
ENSMUSG00000070371	Prss36	UND	UND	UND	UND	UND	UND
ENSMUSG00000070372	Capza1	HE	HE	HE	HE	HE	HE
ENSMUSG00000070374	Olfr59	NE	NE	NE	NE	NE	NE
ENSMUSG00000070375	Olfr406	NE	UND	LE	NE	NE	NE
ENSMUSG00000070377	Olfr43	NE	NE	NE	NE	NE	NE
ENSMUSG00000070378	Olfr403	NE	NE	NE	NE	NE	NE
ENSMUSG00000070379	Olfr402	NE	NE	NE	NE	NE	NE
ENSMUSG00000070380	Olfr401	NE	NE	NE	NE	NE	NE
ENSMUSG00000070382	Olfr391-ps	NE	LE	LE	NE	NE	NE
ENSMUSG00000070383	Olfr389	NE	NE	NE	NE	LE	NE
ENSMUSG00000070385	Ampd1	UND	HE	UND	LE	UND	UND
ENSMUSG00000070388	Fbxo39	UND	UND	UND	LE	LE	LE
ENSMUSG00000070390	Nlrp1b	LE	UND	UND	UND	UND	UND
ENSMUSG00000070392	Gm20634	NE	LE	NE	NE	NE	NE
ENSMUSG00000070394	Tmem256	HE	HE	HE	HE	HE	HE
ENSMUSG00000070402	Gm12302	NE	NE	NE	NE	NE	NE
ENSMUSG00000070407	Hs3st3b1	UND	HE	UND	HE	UND	UND
ENSMUSG00000070411	Olfr485	NE	NE	NE	NE	NE	NE
ENSMUSG00000070417	Olfr2	NE	LE	NE	NE	NE	NE
ENSMUSG00000070419	Cyp3a57	NE	NE	NE	NE	LE	NE
ENSMUSG00000070420	Zscan25	HE	HE	HE	HE	HE	HE
ENSMUSG00000070421	Olfr658	NE	LE	LE	NE	LE	LE
ENSMUSG00000070423	Olfr558	NE	LE	LE	NE	LE	LE
ENSMUSG00000070424	Art5	NE	UND	UND	UND	LE	LE
ENSMUSG00000070425	Trpc2	HE	HE	HE	HE	HE	HE
ENSMUSG00000070426	Rnf121	HE	HE	HE	HE	HE	HE
ENSMUSG00000070427	Il18bp	UND	HE	HE	HE	HE	UND
ENSMUSG00000070436	Serpinh1	NE	LE	LE	UND	LE	LE
ENSMUSG00000070438	Olfr313	NE	UND	NE	NE	NE	NE
ENSMUSG00000070443	Gm10291	LE	UND	LE	UND	HE	UND
ENSMUSG00000070448	Vmn2r89	NE	NE	LE	NE	LE	NE
ENSMUSG00000070458	Vmn2r73	NE	NE	NE	NE	NE	NE
ENSMUSG00000070459	Olfr290	NE	NE	NE	NE	NE	NE
ENSMUSG00000070460	Olfr291	NE	NE	NE	NE	NE	NE
ENSMUSG00000070461	9230112E08Rik	UND	HE	UND	UND	HE	HE
ENSMUSG00000070462	Mesdc1	HE	UND	UND	HE	HE	HE
ENSMUSG00000070464	Ccl26	NE	NE	NE	NE	NE	NE
ENSMUSG00000070465	Gm9696	NE	NE	NE	NE	NE	NE
ENSMUSG00000070469	Adamtsl3	LE	LE	LE	LE	LE	HE
ENSMUSG00000070471	Fam194a	HE	LE	UND	LE	UND	LE
ENSMUSG00000070473	Cldn3	NE	LE	NE	NE	NE	NE
ENSMUSG00000070476	Fam217b	UND	LE	LE	UND	HE	UND
ENSMUSG00000070489	4930527J03Rik	NE	LE	LE	NE	LE	NE
ENSMUSG00000070490	Gm10293	LE	UND	UND	UND	HE	UND
ENSMUSG00000070493	Chchd2	HE	HE	HE	HE	HE	HE
ENSMUSG00000070495	Ctcfl	NE	UND	LE	LE	LE	LE
ENSMUSG00000070498	Tmem132b	NE	LE	LE	LE	LE	LE
ENSMUSG00000070501	BC094916	UND	HE	UND	HE	LE	UND
ENSMUSG00000070504	Fcrl6	NE	NE	NE	LE	NE	NE
ENSMUSG00000070509	Rgma	NE	UND	UND	NE	LE	NE
ENSMUSG00000070511	Gm10295	NE	LE	LE	NE	NE	NE
ENSMUSG00000070520	Ndnl2	HE	HE	UND	HE	HE	HE
ENSMUSG00000070522	Gm6505	LE	UND	LE	UND	UND	UND
ENSMUSG00000070524	Fcrlb	UND	LE	NE	LE	LE	LE
ENSMUSG00000070526	Peg12	NE	UND	LE	LE	LE	LE
ENSMUSG00000070527	Mkrn3	LE	LE	LE	NE	UND	LE
ENSMUSG00000070529	Wfdc10	NE	NE	NE	NE	NE	NE
ENSMUSG00000070530	Wfdc16	NE	NE	NE	NE	NE	NE
ENSMUSG00000070531	Wfdc6b	NE	NE	NE	NE	NE	NE
ENSMUSG00000070532	1700084C01Rik	NE	LE	NE	NE	NE	NE
ENSMUSG00000070533	Wfdc8	NE	NE	NE	NE	LE	NE
ENSMUSG00000070544	Top1	HE	HE	HE	HE	HE	HE
ENSMUSG00000070546	Mrgprb3	NE	NE	NE	NE	LE	NE
ENSMUSG00000070547	Mrgprb1	NE	NE	LE	NE	LE	NE
ENSMUSG00000070550	Mrgprb4	NE	NE	LE	NE	LE	NE
ENSMUSG00000070551	Mrgprb5	NE	LE	LE	NE	NE	NE
ENSMUSG00000070552	Mrgprx1	NE	NE	NE	NE	NE	NE
ENSMUSG00000070563	Spaca4	NE	UND	UND	NE	UND	LE
ENSMUSG00000070564	Ntn5	HE	LE	UND	LE	UND	UND
ENSMUSG00000070565	Rasal2	UND	LE	LE	LE	UND	LE
ENSMUSG00000070568	1700039E15Rik	NE	LE	LE	NE	LE	LE
ENSMUSG00000070570	Slc17a7	LE	LE	LE	UND	UND	UND
ENSMUSG00000070572	Trmt112-ps2	HE	HE	UND	HE	HE	HE
ENSMUSG00000070574	2310016G11Rik	NE	NE	NE	NE	LE	NE
ENSMUSG00000070576	Mn1	NE	UND	UND	LE	LE	LE
ENSMUSG00000070577	Gm572	NE	UND	UND	LE	LE	LE
ENSMUSG00000070583	Fv1	UND	HE	UND	UND	HE	HE
ENSMUSG00000070594	Gm4788	NE	LE	NE	NE	LE	NE
ENSMUSG00000070601	Vmn2r84	NE	UND	UND	LE	UND	UND
ENSMUSG00000070604	Vsig10l	UND	UND	UND	UND	UND	UND
ENSMUSG00000070605	Gm13251	LE	UND	UND	UND	UND	UND
ENSMUSG00000070606	Gm10298	NE	LE	NE	NE	UND	NE
ENSMUSG00000070609	Gm13177	NE	NE	NE	NE	NE	NE
ENSMUSG00000070610	Gm13127	HE	HE	UND	HE	HE	HE
ENSMUSG00000070616	Gm13040	NE	NE	NE	NE	NE	NE
ENSMUSG00000070617	Gm13089	NE	LE	LE	NE	LE	NE
ENSMUSG00000070618	BC080695	NE	LE	NE	NE	NE	NE
ENSMUSG00000070619	Gm13119	NE	NE	NE	NE	LE	NE
ENSMUSG00000070621	Vmn2r-ps60	NE	NE	NE	NE	NE	NE
ENSMUSG00000070632	Btbd8	UND	UND	UND	UND	UND	UND
ENSMUSG00000070637	Gm694	NE	LE	NE	NE	LE	NE
ENSMUSG00000070639	Lrrc8b	UND	HE	UND	HE	HE	UND
ENSMUSG00000070641	Gm16410	NE	LE	NE	NE	LE	LE
ENSMUSG00000070643	Sox13	NE	UND	UND	LE	LE	LE
ENSMUSG00000070644	Etnk2	LE	LE	LE	LE	LE	LE
ENSMUSG00000070645	Ren1	LE	NE	NE	NE	NE	NE
ENSMUSG00000070661	Rnf186	NE	LE	NE	NE	LE	LE
ENSMUSG00000070667	Rpl31-ps10	LE	HE	UND	UND	HE	UND
ENSMUSG00000070677	D5Ertd577e	NE	NE	LE	NE	NE	NE
ENSMUSG00000070683	Lactbl1	LE	UND	LE	UND	LE	UND
ENSMUSG00000070686	C87414	NE	NE	NE	NE	LE	NE
ENSMUSG00000070687	Htr1d	LE	LE	NE	NE	LE	NE
ENSMUSG00000070690	5830473C10Rik	NE	LE	NE	LE	NE	NE
ENSMUSG00000070691	Runx3	HE	HE	HE	HE	HE	HE
ENSMUSG00000070692	Rps12-ps10	HE	HE	UND	HE	HE	HE
ENSMUSG00000070695	Cntnap5a	NE	LE	NE	NE	LE	NE
ENSMUSG00000070697	Utp3	HE	HE	HE	HE	HE	HE
ENSMUSG00000070699	Sars2	HE	HE	HE	HE	HE	HE
ENSMUSG00000070702	Csn1s1	NE	NE	NE	NE	LE	NE
ENSMUSG00000070704	Ugt2b36	NE	NE	NE	NE	NE	NE
ENSMUSG00000070705	Eid2b	HE	UND	UND	UND	HE	UND
ENSMUSG00000070708	Gtsf1l	NE	LE	LE	LE	UND	NE
ENSMUSG00000070709	1700049G17Rik	UND	UND	UND	UND	HE	UND
ENSMUSG00000070713	Gm10282	LE	HE	UND	HE	HE	HE
ENSMUSG00000070717	Gm10300	NE	UND	UND	LE	UND	LE
ENSMUSG00000070719	Pla2g4d	NE	LE	NE	NE	NE	LE
ENSMUSG00000070720	Tmem200b	UND	UND	UND	LE	UND	LE
ENSMUSG00000070729	Gm12966	HE	HE	HE	HE	HE	HE
ENSMUSG00000070730	Rmdn3	HE	HE	HE	HE	HE	HE
ENSMUSG00000070732	Rbm44	UND	UND	UND	UND	HE	UND
ENSMUSG00000070733	Fryl	HE	HE	HE	HE	HE	HE
ENSMUSG00000070737	Gm12942	HE	UND	UND	HE	HE	HE
ENSMUSG00000070738	Dgkd	HE	HE	HE	HE	HE	HE
ENSMUSG00000070777	Ceacam20	NE	LE	LE	NE	LE	LE
ENSMUSG00000070778	Rpl7a-ps8	LE	UND	LE	LE	UND	LE
ENSMUSG00000070780	Rbm47	NE	LE	UND	UND	LE	HE
ENSMUSG00000070794	BC016548	LE	NE	LE	NE	LE	NE
ENSMUSG00000070796	Psg21	NE	LE	NE	NE	NE	NE
ENSMUSG00000070797	Psg27	NE	NE	NE	NE	LE	NE
ENSMUSG00000070798	Psg25	NE	NE	NE	NE	LE	NE
ENSMUSG00000070799	Psg26	NE	NE	NE	NE	NE	NE
ENSMUSG00000070802	Pnmal2	NE	LE	NE	NE	LE	NE
ENSMUSG00000070803	Cited4	HE	UND	UND	UND	UND	UND
ENSMUSG00000070806	Zmynd12	LE	LE	UND	LE	LE	LE
ENSMUSG00000070808	Gltscr1	HE	HE	HE	HE	HE	HE
ENSMUSG00000070810	Sult2a6	NE	NE	NE	NE	NE	NE
ENSMUSG00000070811	Sult2a2	NE	NE	NE	NE	NE	NE
ENSMUSG00000070814	6330408A02Rik	UND	UND	UND	UND	HE	UND
ENSMUSG00000070815	Vmn1r87	NE	NE	NE	NE	NE	NE
ENSMUSG00000070816	Vmn1r86	NE	NE	NE	NE	NE	NE
ENSMUSG00000070817	Vmn1r85	NE	NE	NE	NE	NE	NE
ENSMUSG00000070820	Olfr1339	LE	NE	NE	NE	NE	NE
ENSMUSG00000070821	Olfr1340	NE	NE	NE	NE	NE	NE
ENSMUSG00000070822	Zscan18	UND	HE	UND	LE	UND	UND
ENSMUSG00000070823	Gm1043	NE	UND	UND	LE	LE	LE
ENSMUSG00000070828	Zscan4f	NE	NE	NE	NE	NE	NE
ENSMUSG00000070834	Gm13015	HE	HE	UND	LE	HE	UND
ENSMUSG00000070837	Aurkc	NE	NE	NE	NE	NE	NE
ENSMUSG00000070841	Vmn2r34	NE	NE	NE	NE	NE	NE
ENSMUSG00000070844	Vmn2r42	NE	NE	NE	NE	LE	NE
ENSMUSG00000070847	Vmn2r30	NE	NE	NE	NE	LE	NE
ENSMUSG00000070852	Olfr1121	NE	NE	NE	NE	NE	NE
ENSMUSG00000070853	Olfr1120	NE	NE	NE	NE	NE	NE
ENSMUSG00000070855	Olfr1116-ps	NE	NE	NE	NE	NE	NE
ENSMUSG00000070856	Olfr1115	NE	LE	NE	NE	NE	NE
ENSMUSG00000070857	Olfr1113	NE	NE	LE	NE	NE	NE
ENSMUSG00000070858	Gm1673	HE	LE	UND	UND	HE	UND
ENSMUSG00000070866	Zfp804a	LE	LE	LE	NE	NE	NE
ENSMUSG00000070867	Trabd2b	NE	LE	LE	NE	NE	NE
ENSMUSG00000070868	Skint3	NE	NE	NE	NE	LE	NE
ENSMUSG00000070870	Cryge	NE	NE	NE	NE	NE	NE
ENSMUSG00000070871	Ccnyl1	UND	UND	UND	UND	HE	UND
ENSMUSG00000070873	Lilra5	NE	NE	NE	NE	NE	NE
ENSMUSG00000070875	Olfr1100	NE	NE	NE	NE	NE	NE
ENSMUSG00000070877	Ldlrad1	UND	UND	UND	LE	UND	LE
ENSMUSG00000070880	Gad1	NE	LE	LE	NE	UND	NE
ENSMUSG00000070883	Ccdc173	UND	UND	UND	UND	HE	UND
ENSMUSG00000070886	Gm10304	NE	LE	NE	NE	LE	NE
ENSMUSG00000070890	Gm12794	NE	NE	NE	NE	NE	NE
ENSMUSG00000070891	Gm12689	LE	NE	LE	NE	UND	LE
ENSMUSG00000070892	Gm10305	NE	LE	NE	LE	LE	NE
ENSMUSG00000070896	Rpl23a-ps1	HE	HE	UND	UND	HE	UND
ENSMUSG00000070900	Gm10306	NE	UND	UND	NE	UND	LE
ENSMUSG00000070902	Zfp352	NE	LE	LE	NE	LE	NE
ENSMUSG00000070904	Ifna4	NE	NE	NE	NE	LE	NE
ENSMUSG00000070906	Ifna11	NE	NE	NE	NE	NE	NE
ENSMUSG00000070907	Ifna7	NE	NE	LE	NE	LE	LE
ENSMUSG00000070908	Gm13288	NE	LE	NE	NE	LE	NE
ENSMUSG00000070923	Klhl9	HE	HE	HE	HE	HE	HE
ENSMUSG00000070933	Speer4d	NE	NE	NE	NE	NE	NE
ENSMUSG00000070934	Rraga	HE	HE	HE	HE	HE	HE
ENSMUSG00000070939	Tgfbrap1	HE	HE	HE	HE	HE	HE
ENSMUSG00000070942	Il1rl2	NE	HE	UND	HE	UND	UND
ENSMUSG00000070943	Olfr356	NE	NE	NE	NE	NE	NE
ENSMUSG00000070953	Rabepk	HE	HE	HE	HE	HE	HE
ENSMUSG00000070960	Gm10307	UND	UND	UND	UND	UND	UND
ENSMUSG00000070972	Dnajc25	UND	UND	UND	UND	HE	UND
ENSMUSG00000070977	Defb44-ps	NE	NE	NE	NE	NE	NE
ENSMUSG00000070979	Actl7a	NE	UND	UND	NE	UND	NE
ENSMUSG00000070980	Actl7b	NE	NE	NE	NE	LE	NE
ENSMUSG00000070983	Olfr270	NE	LE	NE	NE	NE	NE
ENSMUSG00000070984	4930552N02Rik	NE	NE	NE	NE	LE	NE
ENSMUSG00000070985	Acnat1	NE	LE	NE	NE	NE	LE
ENSMUSG00000070990	Foxe1	UND	LE	LE	LE	LE	UND
ENSMUSG00000070995	Gm6313	NE	LE	NE	NE	LE	NE
ENSMUSG00000070997	1700055D18Rik	LE	UND	UND	LE	UND	UND
ENSMUSG00000070999	Ccin	NE	UND	UND	UND	UND	HE
ENSMUSG00000071000	Olfr155	NE	NE	NE	NE	LE	NE
ENSMUSG00000071001	Hrct1	NE	NE	NE	NE	NE	NE
ENSMUSG00000071005	Ccl19	NE	NE	NE	NE	NE	NE
ENSMUSG00000071014	Ndufb6	HE	HE	HE	HE	HE	HE
ENSMUSG00000071015	Gm136	NE	NE	LE	NE	LE	LE
ENSMUSG00000071019	Sdr16c6	NE	LE	NE	NE	NE	NE
ENSMUSG00000071033	Gm10308	NE	NE	NE	NE	NE	NE
ENSMUSG00000071035	Gm5499	UND	UND	UND	UND	HE	UND
ENSMUSG00000071036	Gm10309	NE	UND	UND	LE	UND	LE
ENSMUSG00000071037	Camkmt	UND	UND	UND	UND	HE	UND
ENSMUSG00000071040	Gm9386	NE	UND	NE	NE	HE	LE
ENSMUSG00000071041	Gm15210	HE	HE	HE	HE	HE	HE
ENSMUSG00000071042	Rasgrp3	HE	LE	LE	NE	HE	NE
ENSMUSG00000071047	Ces1a	NE	NE	NE	NE	LE	NE
ENSMUSG00000071052	Rpl7a-ps5	NE	HE	UND	UND	HE	UND
ENSMUSG00000071054	Safb	HE	HE	HE	HE	HE	HE
ENSMUSG00000071064	Zfp827	UND	HE	HE	UND	UND	UND
ENSMUSG00000071065	Olfr806	NE	NE	NE	NE	NE	NE
ENSMUSG00000071068	Treml2	HE	HE	HE	HE	HE	HE
ENSMUSG00000071072	Ptges3	HE	HE	HE	HE	HE	HE
ENSMUSG00000071073	Lrrc73	UND	UND	UND	UND	UND	UND
ENSMUSG00000071074	Yipf3	HE	HE	HE	HE	HE	HE
ENSMUSG00000071076	Jund	HE	HE	HE	HE	HE	HE
ENSMUSG00000071078	Nr2c2ap	HE	HE	HE	UND	HE	UND
ENSMUSG00000071083	Gm10311	NE	LE	UND	UND	HE	UND
ENSMUSG00000071084	Olfr761	NE	NE	NE	NE	NE	NE
ENSMUSG00000071089	Trim75	NE	LE	NE	LE	LE	NE
ENSMUSG00000071102	Gm10313	LE	UND	UND	UND	HE	UND
ENSMUSG00000071103	1700029J07Rik	UND	UND	UND	LE	UND	UND
ENSMUSG00000071104	Ccdc110	NE	LE	NE	NE	LE	NE
ENSMUSG00000071107	4732465J04Rik	NE	LE	UND	LE	UND	LE
ENSMUSG00000071112	B230216G23Rik	LE	UND	UND	LE	UND	UND
ENSMUSG00000071113	Mboat4	UND	UND	UND	UND	UND	UND
ENSMUSG00000071138	Tex24	NE	NE	NE	NE	NE	NE
ENSMUSG00000071141	Rpl36a-ps3	HE	HE	HE	HE	HE	HE
ENSMUSG00000071147	Tas2r140	NE	NE	NE	NE	NE	NE
ENSMUSG00000071149	Tas2r115	NE	NE	NE	NE	NE	NE
ENSMUSG00000071150	Tas2r121	NE	NE	NE	NE	NE	NE
ENSMUSG00000071151	Gm4799	HE	HE	UND	HE	HE	HE
ENSMUSG00000071158	Gm156	NE	NE	NE	LE	LE	NE
ENSMUSG00000071165	Gm6040	NE	NE	NE	NE	NE	NE
ENSMUSG00000071169	Defb46	NE	NE	NE	NE	NE	NE
ENSMUSG00000071172	Srsf3	HE	HE	HE	HE	HE	HE
ENSMUSG00000071176	Arhgef10	HE	HE	UND	HE	HE	HE
ENSMUSG00000071177	Serpina1d	NE	NE	NE	NE	NE	NE
ENSMUSG00000071178	Serpina1b	NE	LE	NE	NE	NE	NE
ENSMUSG00000071179	Gm46	NE	LE	NE	NE	NE	NE
ENSMUSG00000071180	Smim15	HE	HE	HE	HE	HE	HE
ENSMUSG00000071181	3830408C21Rik	LE	UND	LE	LE	UND	LE
ENSMUSG00000071185	Olfr1357	NE	NE	LE	NE	NE	NE
ENSMUSG00000071192	Wfikkn1	UND	HE	HE	UND	UND	UND
ENSMUSG00000071193	Gm4938	LE	UND	NE	NE	UND	LE
ENSMUSG00000071195	Gm10318	UND	NE	LE	NE	NE	NE
ENSMUSG00000071202	Ccdc78	LE	UND	UND	UND	UND	UND
ENSMUSG00000071203	Naip5	NE	LE	UND	LE	LE	LE
ENSMUSG00000071204	Gm10319	NE	NE	NE	NE	NE	NE
ENSMUSG00000071207	Gm8587	NE	LE	NE	NE	UND	LE
ENSMUSG00000071217	Gm2022	NE	NE	NE	NE	LE	NE
ENSMUSG00000071226	Cecr2	NE	UND	UND	LE	LE	LE
ENSMUSG00000071229	Timm8a2	UND	HE	UND	UND	UND	LE
ENSMUSG00000071230	Npw	UND	LE	NE	LE	UND	LE
ENSMUSG00000071234	Syndig1l	LE	LE	NE	LE	LE	NE
ENSMUSG00000071235	Vrtn	NE	LE	LE	NE	LE	NE
ENSMUSG00000071237	Gm6253	NE	LE	NE	LE	UND	NE
